Date,Open,High,Low,Close,Volume,Adj Close
2006-08-10,542.495,555.792,540.262,552.689,14655500,313.112
2006-08-11,551.803,557.565,548.7,556.678,8713400,315.372
2006-08-14,558.451,566.872,539.836,565.099,17110700,320.142
2006-08-15,561.111,574.407,557.871,566.429,13721900,320.896
2006-08-16,567.316,567.316,555.721,559.781,13118500,317.13
2006-08-17,562.44,563.327,291.618,558.008,9214400,316.125
2006-08-18,556.678,562.883,553.328,559.338,8590500,316.879
2006-08-21,560.224,565.543,556.607,562.883,6995800,318.887
2006-08-22,565.986,570.533,556.829,559.781,9817400,317.13
2006-08-23,562.883,565.543,558.008,559.781,8360800,317.13
2006-08-24,562.883,567.404,558.894,565.986,9055700,320.645
2006-08-25,565.099,569.088,561.554,563.77,6848200,319.389
2006-08-28,563.77,563.77,563.77,563.77,0,319.389
2006-08-29,566.429,573.077,564.621,570.418,9984100,323.156
2006-08-30,572.191,572.705,567.316,568.645,8955700,322.151
2006-08-31,567.316,570.861,564.213,565.543,7649200,320.394
2006-09-01,568.645,574.85,565.543,569.975,7604400,322.905
2006-09-04,572.191,573.104,568.202,571.304,4603100,323.658
2006-09-05,573.077,573.077,567.316,572.191,11287900,324.16
2006-09-06,570.418,572.191,566.465,568.202,7140800,321.9
2006-09-07,567.759,568.202,560.667,562.44,20155500,318.636
2006-09-08,564.213,569.62,561.997,566.429,8018000,320.896
2006-09-11,566.872,569.088,561.341,565.099,6218300,320.142
2006-09-12,564.213,572.634,563.327,571.748,11912900,323.909
2006-09-13,569.975,573.077,565.986,570.861,9037300,323.407
2006-09-14,573.077,576.446,570.418,571.748,17446400,323.909
2006-09-15,573.521,577.066,571.304,575.737,13574300,326.169
2006-09-18,574.85,577.066,570.861,574.407,6449600,325.416
2006-09-19,572.634,576.18,569.975,573.521,7073600,324.914
2006-09-20,575.293,1192.07,571.748,577.066,13008600,326.922
2006-09-21,578.839,580.612,573.521,578.396,7799300,327.675
2006-09-22,575.737,577.066,573.521,574.85,8609000,325.667
2006-09-25,574.407,577.953,572.634,576.18,18097800,326.42
2006-09-26,577.953,586.817,574.407,585.487,17895400,331.693
2006-09-27,586.817,593.908,585.08,592.136,11218200,335.459
2006-09-28,590.363,597.011,587.703,595.681,11153600,337.468
2006-09-29,594.795,615.183,591.692,591.692,10800900,335.208
2006-10-02,592.136,622.647,592.136,601.0,15515100,340.481
2006-10-03,600.557,601.886,593.908,600.113,14114300,339.979
2006-10-04,602.33,602.33,597.011,599.227,10665100,339.477
2006-10-05,600.113,601.82,594.352,598.341,16401700,338.975
2006-10-06,600.113,613.853,597.011,607.648,24589100,344.247
2006-10-09,608.091,610.307,599.67,602.773,11946800,341.486
2006-10-10,605.432,606.318,601.0,605.432,10441000,342.992
2006-10-11,604.546,606.115,601.0,603.216,12818400,341.737
2006-10-12,605.432,609.793,602.33,606.318,6743700,343.494
2006-10-13,607.648,610.751,604.546,607.205,8988300,343.996
2006-10-16,607.205,611.637,605.432,608.091,6058700,344.498
2006-10-17,608.978,616.956,607.205,607.648,12593100,344.247
2006-10-18,608.978,611.212,594.932,597.897,72139100,338.723
2006-10-19,597.454,599.227,594.485,597.454,5413700,338.472
2006-10-20,596.568,600.557,573.077,599.67,7868500,339.728
2006-10-23,599.227,600.557,593.807,594.352,6049900,336.715
2006-10-24,592.579,597.897,590.806,596.568,5918700,337.97
2006-10-25,595.238,600.87,595.238,596.568,4827000,337.97
2006-10-26,598.784,599.67,592.136,593.022,4085100,335.961
2006-10-27,595.238,598.784,590.363,597.011,6347700,338.221
2006-10-30,621.388,632.025,591.249,595.681,8432500,337.468
2006-10-31,593.908,597.011,588.147,593.908,13528000,336.463
2006-11-01,596.125,596.125,589.476,593.022,16746900,335.961
2006-11-02,589.476,596.125,587.703,593.908,27841400,336.463
2006-11-03,595.681,596.568,589.033,589.033,6740600,333.702
2006-11-06,593.465,595.238,588.882,593.908,7318400,336.463
2006-11-07,592.136,596.568,589.476,595.681,15046300,337.468
2006-11-08,595.681,615.626,595.114,608.535,21003400,344.75
2006-11-09,610.751,612.08,605.875,609.864,60700800,345.503
